-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
void cutlass::Kernel<cutlass_80_tensorop_bf16_s16816...         0.00%       0.000us         0.00%       0.000us       0.000us      38.298ms         4.51%      38.298ms      12.212us           0 B           0 B           0 B           0 B          3136  
                                _vllm_fa2_C::varlen_fwd         3.75%     424.605ms        15.56%        1.760s     550.129us      29.352ms         3.46%      35.278ms      11.024us           0 B           0 B       1.56 MB      -7.66 MB          3200  
void flash::flash_fwd_splitkv_kernel<Flash_fwd_kerne...         0.00%       0.000us         0.00%       0.000us       0.000us      28.651ms         3.38%      28.651ms       9.136us           0 B           0 B           0 B           0 B          3136  
                                 _C::fused_add_rms_norm         1.82%     206.249ms         2.40%     271.070ms      42.355us      28.052ms         3.31%      28.077ms       4.387us           0 B           0 B           0 B           0 B          6400  
std::enable_if<(((8)>(0)))&&vllm::_typeConvert<c10::...         0.00%       0.000us         0.00%       0.000us       0.000us      28.052ms         3.31%      28.052ms       4.383us           0 B           0 B           0 B           0 B          6400  
                         Memcpy DtoD (Device -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us      12.961ms         1.53%      12.961ms       2.019us           0 B           0 B           0 B           0 B          6421  
                                       _C::silu_and_mul         0.42%      47.740ms         0.73%      83.033ms      25.948us      12.444ms         1.47%      12.444ms       3.889us           0 B           0 B           0 B           0 B          3200  
void vllm::act_and_mul_kernel<c10::BFloat16, __nv_bf...         0.00%       0.000us         0.00%       0.000us       0.000us      12.444ms         1.47%      12.444ms       3.889us           0 B           0 B           0 B           0 B          3200  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us      11.630ms         1.37%      11.630ms     232.600us           0 B           0 B           0 B           0 B            50  
                                   _C::rotary_embedding         0.84%      94.948ms         1.16%     131.223ms      41.007us      10.788ms         1.27%      10.788ms       3.371us           0 B           0 B           0 B           0 B          3200  
void vllm::rotary_embedding_kernel<c10::BFloat16, tr...         0.00%       0.000us         0.00%       0.000us       0.000us      10.788ms         1.27%      10.788ms       3.371us           0 B           0 B           0 B           0 B          3200  
                  _C_cache_ops::reshape_and_cache_flash         0.85%      96.002ms         1.22%     138.454ms      43.267us      10.586ms         1.25%      10.590ms       3.309us           0 B           0 B           0 B           0 B          3200  
void vllm::reshape_and_cache_flash_kernel<__nv_bfloa...         0.00%       0.000us         0.00%       0.000us       0.000us      10.586ms         1.25%      10.586ms       3.308us           0 B           0 B           0 B           0 B          3200  
                                         aten::_softmax         0.02%       2.537ms         0.03%       3.493ms      34.926us       7.660ms         0.90%       7.660ms      76.603us           0 B           0 B      58.01 MB      58.01 MB           100  
void at::native::(anonymous namespace)::cunn_SoftMax...         0.00%       0.000us         0.00%       0.000us       0.000us       7.660ms         0.90%       7.660ms      76.603us           0 B           0 B           0 B           0 B           100  
                                            aten::copy_         0.96%     109.057ms         1.48%     166.989ms      44.084us       7.156ms         0.84%       7.157ms       1.889us           0 B           0 B           0 B           0 B          3788  
ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_6...         0.00%       0.000us         0.00%       0.000us       0.000us       6.147ms         0.72%       6.147ms      96.047us           0 B           0 B           0 B           0 B            64  
## Call CompiledFxGraph fl4fhqr5oenimnahkuhbvro244kz...         0.00%       0.000us         0.00%       0.000us       0.000us       5.762ms         0.68%       5.762ms     117.600us           0 B           0 B           0 B           0 B            49  
                                        Memset (Device)         0.00%       0.000us         0.00%       0.000us       0.000us       3.984ms         0.47%       3.984ms       1.127us           0 B           0 B           0 B           0 B          3536  
                                             aten::sort         0.05%       5.391ms         0.17%      19.590ms     391.797us       3.459ms         0.41%       3.792ms      75.846us           0 B           0 B     104.00 MB     104.00 MB            50  
void at_cuda_detail::cub::DeviceRadixSortOnesweepKer...         0.00%       0.000us         0.00%       0.000us       0.000us       2.382ms         0.28%       2.382ms      11.910us           0 B           0 B           0 B           0 B           200  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_rel...         0.00%       0.000us         0.00%       0.000us       0.000us       1.491ms         0.18%       1.491ms      23.290us           0 B           0 B           0 B           0 B            64  
                                     record_param_comms         0.06%       6.755ms         0.07%       8.069ms     161.379us       1.487ms         0.18%       1.487ms      29.731us           0 B           0 B           0 B           0 B            50  
ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsSto...         0.00%       0.000us         0.00%       0.000us       0.000us       1.487ms         0.18%       1.487ms      29.731us           0 B           0 B           0 B           0 B            50  
                                  nccl:_all_gather_base         0.00%       0.000us         0.00%       0.000us       0.000us       1.487ms         0.18%       1.487ms      29.731us           0 B           0 B           0 B           0 B            50  
void flash::flash_fwd_splitkv_kernel<Flash_fwd_kerne...         0.00%       0.000us         0.00%       0.000us       0.000us     701.129us         0.08%     701.129us      10.955us           0 B           0 B           0 B           0 B            64  
                                           aten::argmax         0.02%       2.645ms         0.04%       4.508ms      90.155us     590.311us         0.07%     590.311us      11.806us           0 B           0 B      25.00 KB      25.00 KB            50  
                                          aten::scatter         0.03%       3.263ms         0.07%       8.257ms     165.150us     539.493us         0.06%     664.164us      13.283us           0 B           0 B      29.00 MB      29.00 MB            50  
void at::native::_scatter_gather_elementwise_kernel<...         0.00%       0.000us         0.00%       0.000us       0.000us     539.493us         0.06%     539.493us      10.790us           0 B           0 B           0 B           0 B            50  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     538.310us         0.06%     538.310us      10.766us           0 B           0 B           0 B           0 B            50  
                       Runtime Triggered Module Loading         0.45%      51.239ms         0.45%      51.239ms       3.660ms     465.730us         0.05%     465.730us      33.266us           0 B           0 B           0 B           0 B            14  
                                             aten::div_         0.03%       2.866ms         0.03%       3.917ms      39.175us     383.327us         0.05%     383.327us       3.833us           0 B           0 B           0 B           0 B           100  
                                           aten::cumsum         0.02%       2.658ms         0.04%       4.849ms      96.980us     350.024us         0.04%     350.024us       7.000us           0 B           0 B           0 B           0 B            50  
                         Memcpy HtoD (Pinned -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us     343.552us         0.04%     343.552us       1.134us           0 B           0 B           0 B           0 B           303  
                                            aten::index         0.04%       3.966ms         0.20%      22.611ms     452.222us     307.461us         0.04%     449.059us       8.981us           0 B           0 B     500.00 KB     475.00 KB            50  
void at::native::index_elementwise_kernel<128, 4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     307.461us         0.04%     307.461us       6.149us           0 B           0 B           0 B           0 B            50  
                                     aten::masked_fill_         0.03%       3.940ms         0.06%       6.803ms      68.035us     294.943us         0.03%     294.943us       2.949us           0 B           0 B           0 B           0 B           100  
void at_cuda_detail::cub::DeviceRadixSortHistogramKe...         0.00%       0.000us         0.00%       0.000us       0.000us     281.605us         0.03%     281.605us       5.632us           0 B           0 B           0 B           0 B            50  
void cublasLt::splitKreduce_kernel<32, 16, int, __nv...         0.00%       0.000us         0.00%       0.000us       0.000us     279.170us         0.03%     279.170us       4.362us           0 B           0 B           0 B           0 B            64  
                                     aten::exponential_         0.02%       1.949ms         0.02%       2.590ms      51.804us     268.063us         0.03%     268.063us       5.361us           0 B           0 B           0 B           0 B            50  
void at::native::(anonymous namespace)::distribution...         0.00%       0.000us         0.00%       0.000us       0.000us     268.063us         0.03%     268.063us       5.361us           0 B           0 B           0 B           0 B            50  
void at_cuda_detail::cub::DeviceScanKernel<at_cuda_d...         0.00%       0.000us         0.00%       0.000us       0.000us     264.967us         0.03%     264.967us       5.299us           0 B           0 B           0 B           0 B            50  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us     254.529us         0.03%     254.529us       5.091us           0 B           0 B           0 B           0 B            50  
                                         cudaEventQuery         0.01%       1.201ms         0.01%       1.209ms       8.116us     221.218us         0.03%     221.218us       1.485us           0 B           0 B     -20.50 KB     -20.50 KB           149  
                                               aten::le         0.01%       1.475ms         0.02%       1.934ms      38.674us     208.289us         0.02%     208.289us       4.166us           0 B           0 B       7.25 MB       7.25 MB            50  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     208.289us         0.02%     208.289us       4.166us           0 B           0 B           0 B           0 B            50  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     205.471us         0.02%     205.471us       4.109us           0 B           0 B           0 B           0 B            50  
                                              aten::sub         0.03%       3.826ms         0.07%       7.815ms      76.621us     201.413us         0.02%     201.413us       1.975us           0 B           0 B      50.00 KB      50.00 KB           102  
                                Activity Buffer Request         0.07%       8.396ms         0.07%       8.396ms       1.199ms     191.266us         0.02%     191.266us      27.324us           0 B           0 B           0 B           0 B             7  
                                     aten::index_select         0.03%       3.746ms         0.06%       7.321ms      73.206us     191.074us         0.02%     191.074us       1.911us           0 B           0 B     610.00 KB           0 B           100  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us     191.074us         0.02%     191.074us       3.821us           0 B           0 B           0 B           0 B            50  
                                           _C::rms_norm         0.01%       1.337ms         0.02%       1.989ms      39.790us     184.671us         0.02%     184.671us       3.693us           0 B           0 B           0 B           0 B            50  
void vllm::rms_norm_kernel<c10::BFloat16, 8, 2>(c10:...         0.00%       0.000us         0.00%       0.000us       0.000us     184.671us         0.02%     184.671us       3.693us           0 B           0 B           0 B           0 B            50  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     177.856us         0.02%     177.856us       3.557us           0 B           0 B           0 B           0 B            50  
                                           Buffer Flush         0.00%     493.833us         0.00%     493.833us      70.548us     166.401us         0.02%     166.401us      23.772us           0 B           0 B     -65.50 KB     -65.50 KB             7  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     159.392us         0.02%     159.392us       3.188us           0 B           0 B           0 B           0 B            50  
                                   cudaEventSynchronize         0.00%     341.506us         0.00%     341.506us       6.696us     157.538us         0.02%     157.538us       3.089us           0 B           0 B           0 B           0 B            51  
at::native::(anonymous namespace)::fill_reverse_indi...         0.00%       0.000us         0.00%       0.000us       0.000us     142.589us         0.02%     142.589us       2.852us           0 B           0 B           0 B           0 B            50  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     135.551us         0.02%     135.551us       2.711us           0 B           0 B           0 B           0 B            50  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us     130.398us         0.02%     130.398us       2.608us           0 B           0 B           0 B           0 B            50  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us     118.822us         0.01%     118.822us       2.376us           0 B           0 B           0 B           0 B            50  
void at_cuda_detail::cub::DeviceRadixSortExclusiveSu...         0.00%       0.000us         0.00%       0.000us       0.000us     110.206us         0.01%     110.206us       2.204us           0 B           0 B           0 B           0 B            50  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     103.421us         0.01%     103.421us       2.068us           0 B           0 B           0 B           0 B            50  
triton_poi_fused_add_bitwise_and_bitwise_or_ge_lt_mu...         0.02%       2.569ms         0.03%       3.323ms      67.813us     100.801us         0.01%     100.801us       2.057us           0 B           0 B           0 B           0 B            49  
triton_poi_fused_add_bitwise_and_bitwise_or_ge_lt_mu...         0.00%       0.000us         0.00%       0.000us       0.000us     100.801us         0.01%     100.801us       2.057us           0 B           0 B           0 B           0 B            49  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us      97.992us         0.01%      97.992us       1.960us           0 B           0 B           0 B           0 B            50  
triton_poi_fused_bitwise_and_bitwise_not_bitwise_or_...         0.02%       1.793ms         0.02%       2.339ms      47.740us      95.429us         0.01%      95.429us       1.948us           0 B           0 B           0 B           0 B            49  
triton_poi_fused_bitwise_and_bitwise_not_bitwise_or_...         0.00%       0.000us         0.00%       0.000us       0.000us      95.429us         0.01%      95.429us       1.948us           0 B           0 B           0 B           0 B            49  
void at_cuda_detail::cub::DeviceScanInitKernel<at_cu...         0.00%       0.000us         0.00%       0.000us       0.000us      85.057us         0.01%      85.057us       1.701us           0 B           0 B           0 B           0 B            50  
                                            aten::fill_         0.02%       2.766ms         0.04%       4.407ms      29.383us      81.663us         0.01%      81.663us       0.544us           0 B           0 B           0 B           0 B           150  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us      81.663us         0.01%      81.663us       1.633us           0 B           0 B           0 B           0 B            50  
                         Memcpy DtoH (Device -> Pinned)         0.00%       0.000us         0.00%       0.000us       0.000us      78.206us         0.01%      78.206us       1.564us           0 B           0 B           0 B           0 B            50  
                                    cudaStreamWaitEvent         0.11%      12.835ms         0.11%      12.835ms       0.984us      76.705us         0.01%      76.705us       0.006us           0 B           0 B           0 B           0 B         13050  
                               cudaEventRecordWithFlags         0.00%     254.680us         0.00%     254.680us       1.698us      75.520us         0.01%      75.520us       0.503us           0 B           0 B           0 B           0 B           150  
                    cudaThreadExchangeStreamCaptureMode         0.00%      66.161us         0.00%      66.161us       0.662us      19.104us         0.00%      19.104us       0.191us           0 B           0 B     -10.00 KB     -10.00 KB           100  
triton_poi_fused_add_bitwise_and_bitwise_not_bitwise...         0.00%      82.245us         0.00%      96.631us      96.631us       2.368us         0.00%       2.368us       2.368us           0 B           0 B           0 B           0 B             1  
triton_poi_fused_add_bitwise_and_bitwise_not_bitwise...         0.00%       0.000us         0.00%       0.000us       0.000us       2.368us         0.00%       2.368us       2.368us           0 B           0 B           0 B           0 B             1  
## Call CompiledFxGraph fj6fvrsghdecl4pxr7socnf7suzl...         0.00%       0.000us         0.00%       0.000us       0.000us       2.368us         0.00%       2.368us       2.368us           0 B           0 B           0 B           0 B             1  
                  execute_context_1(12)_generation_0(0)         0.37%      42.410ms         1.85%     209.378ms     209.378ms       0.000us         0.00%      18.415ms      18.415ms           0 B           0 B     427.00 KB     -65.18 MB             1  
                                            aten::slice         1.50%     170.118ms         2.69%     303.945ms      39.930us       0.000us         0.00%      21.312us       0.003us           0 B           0 B           0 B           0 B          7612  
                                       aten::as_strided        10.71%        1.212s        10.77%        1.218s      18.569us       0.000us         0.00%       5.408us       0.000us           0 B           0 B           0 B           0 B         65616  
                                        cudaMemcpyAsync         0.98%     111.213ms         0.98%     111.226ms      16.420us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          6774  
                                       aten::lift_fresh         0.01%       1.102ms         0.01%       1.102ms      11.015us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           100  
                                          aten::flatten         0.01%     903.761us         0.01%       1.612ms      32.247us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            50  
                                             aten::view         3.88%     438.988ms         3.88%     439.000ms      15.246us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B         28794  
                                       cudaLaunchKernel         3.26%     369.162ms         3.42%     386.605ms      11.536us       0.000us         0.00%     268.801us       0.008us           0 B           0 B           0 B           0 B         33514  
                                        cudaEventRecord         0.14%      15.868ms         0.14%      15.868ms       1.207us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B         13152  
                               TorchDynamo Cache Lookup         0.02%       1.896ms         0.02%       1.896ms      37.926us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            50  
                             Torch-Compiled Region: 0/1         0.00%     275.776us         0.01%     838.327us     838.327us       0.000us         0.00%       2.368us       2.368us           0 B           0 B       1.00 KB           0 B             1  
                                      Pregraph bytecode         0.00%     452.495us         0.00%     452.495us       9.050us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            50  
                 AOTDispatcher Runtime Wrapper Prologue         0.01%     676.301us         0.01%     676.301us      13.526us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            50  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 11.315s
Self CUDA time total: 848.508ms

