-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_6...         0.00%       0.000us         0.00%       0.000us       0.000us      55.816ms         0.79%      55.816ms      27.908us           0 B           0 B           0 B           0 B          2000  
                                     record_param_comms         0.05%       3.207ms         0.05%       3.740ms     149.601us      24.041ms         0.34%      24.041ms     961.650us           0 B           0 B           0 B           0 B            25  
ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsSto...         0.00%       0.000us         0.00%       0.000us       0.000us      24.041ms         0.34%      24.041ms     961.650us           0 B           0 B           0 B           0 B            25  
                                  nccl:_all_gather_base         0.00%       0.000us         0.00%       0.000us       0.000us      24.041ms         0.34%      24.041ms     961.650us           0 B           0 B           0 B           0 B            25  
                                 _C::fused_add_rms_norm         1.84%     128.995ms         2.42%     169.217ms      42.304us      21.141ms         0.30%      21.141ms       5.285us           0 B           0 B           0 B           0 B          4000  
std::enable_if<(((8)>(0)))&&vllm::_typeConvert<c10::...         0.00%       0.000us         0.00%       0.000us       0.000us      21.141ms         0.30%      21.141ms       5.285us           0 B           0 B           0 B           0 B          4000  
                                _vllm_fa2_C::varlen_fwd         3.77%     263.630ms        15.72%        1.100s     550.244us      17.849ms         0.25%      21.029ms      10.515us           0 B           0 B       1.02 MB      -7.50 MB          2000  
void flash::flash_fwd_splitkv_kernel<Flash_fwd_kerne...         0.00%       0.000us         0.00%       0.000us       0.000us      16.984ms         0.24%      16.984ms       8.846us           0 B           0 B           0 B           0 B          1920  
                                       _C::silu_and_mul         0.44%      30.773ms         0.76%      53.018ms      26.509us       8.373ms         0.12%       8.373ms       4.187us           0 B           0 B           0 B           0 B          2000  
void vllm::act_and_mul_kernel<c10::BFloat16, __nv_bf...         0.00%       0.000us         0.00%       0.000us       0.000us       8.373ms         0.12%       8.373ms       4.187us           0 B           0 B           0 B           0 B          2000  
                                   _C::rotary_embedding         0.86%      60.267ms         1.20%      83.810ms      41.905us       8.133ms         0.12%       8.137ms       4.068us           0 B           0 B           0 B           0 B          2000  
void vllm::rotary_embedding_kernel<c10::BFloat16, tr...         0.00%       0.000us         0.00%       0.000us       0.000us       8.133ms         0.12%       8.133ms       4.066us           0 B           0 B           0 B           0 B          2000  
                         Memcpy DtoD (Device -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us       7.479ms         0.11%       7.479ms       1.911us           0 B           0 B           0 B           0 B          3914  
void cublasLt::splitKreduce_kernel<32, 16, int, __nv...         0.00%       0.000us         0.00%       0.000us       0.000us       7.013ms         0.10%       7.013ms       3.506us           0 B           0 B           0 B           0 B          2000  
                  _C_cache_ops::reshape_and_cache_flash         0.86%      60.130ms         1.22%      85.618ms      42.809us       6.747ms         0.10%       6.747ms       3.373us           0 B           0 B           0 B           0 B          2000  
void vllm::reshape_and_cache_flash_kernel<__nv_bfloa...         0.00%       0.000us         0.00%       0.000us       0.000us       6.747ms         0.10%       6.747ms       3.373us           0 B           0 B           0 B           0 B          2000  
                                            aten::copy_         0.93%      64.957ms         1.43%     100.468ms      44.712us       3.929ms         0.06%       3.931ms       1.749us           0 B           0 B           0 B           0 B          2247  
                                         aten::_softmax         0.02%       1.246ms         0.02%       1.702ms      34.041us       3.832ms         0.05%       3.832ms      76.631us           0 B           0 B      29.00 MB      29.00 MB            50  
void at::native::(anonymous namespace)::cunn_SoftMax...         0.00%       0.000us         0.00%       0.000us       0.000us       3.832ms         0.05%       3.832ms      76.631us           0 B           0 B           0 B           0 B            50  
                                        Memset (Device)         0.00%       0.000us         0.00%       0.000us       0.000us       3.371ms         0.05%       3.371ms       1.532us           0 B           0 B           0 B           0 B          2200  
ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_rel...         0.00%       0.000us         0.00%       0.000us       0.000us       3.165ms         0.04%       3.165ms      39.557us           0 B           0 B           0 B           0 B            80  
                               cudaEventRecordWithFlags         0.00%     106.259us         0.00%     106.259us       1.417us       2.548ms         0.04%       2.548ms      33.971us           0 B           0 B           0 B           0 B            75  
                                         cudaEventQuery         0.01%     684.390us         0.01%     685.382us       6.854us       2.525ms         0.04%       2.525ms      25.252us           0 B           0 B      16.00 KB      16.00 KB           100  
                                  cudaStreamIsCapturing         0.00%     141.818us         0.00%     141.818us       0.792us       2.508ms         0.04%       2.508ms      14.012us           0 B           0 B           0 B           0 B           179  
                                             aten::sort         0.04%       2.643ms         0.20%      13.680ms     547.197us       1.729ms         0.02%       1.930ms      77.188us           0 B           0 B      50.44 MB      50.44 MB            25  
void at_cuda_detail::cub::DeviceRadixSortOnesweepKer...         0.00%       0.000us         0.00%       0.000us       0.000us       1.185ms         0.02%       1.185ms      11.852us           0 B           0 B           0 B           0 B           100  
void flash::flash_fwd_splitkv_kernel<Flash_fwd_kerne...         0.00%       0.000us         0.00%       0.000us       0.000us     865.450us         0.01%     865.450us      10.818us           0 B           0 B           0 B           0 B            80  
                                Activity Buffer Request         0.07%       4.712ms         0.07%       4.712ms       1.178ms     595.013us         0.01%     595.013us     148.753us           0 B           0 B           0 B           0 B             4  
                       Runtime Triggered Module Loading         0.53%      36.841ms         0.53%      36.841ms       3.684ms     356.412us         0.01%     356.412us      35.641us           0 B           0 B           0 B           0 B            10  
                         Memcpy HtoD (Pinned -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us     329.796us         0.00%     329.796us       2.156us           0 B           0 B           0 B           0 B           153  
                                           aten::argmax         0.02%       1.328ms         0.03%       2.186ms      87.447us     301.190us         0.00%     301.190us      12.048us           0 B           0 B      12.50 KB      12.50 KB            25  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     267.460us         0.00%     267.460us      10.698us           0 B           0 B           0 B           0 B            25  
                                        cudaEventRecord         0.13%       9.354ms         0.13%       9.354ms       1.144us     265.954us         0.00%     265.954us       0.033us           0 B           0 B           0 B           0 B          8177  
                                          aten::scatter         0.02%       1.557ms         0.05%       3.787ms     151.463us     263.140us         0.00%     326.053us      13.042us           0 B           0 B      14.50 MB      14.50 MB            25  
void at::native::_scatter_gather_elementwise_kernel<...         0.00%       0.000us         0.00%       0.000us       0.000us     263.140us         0.00%     263.140us      10.526us           0 B           0 B           0 B           0 B            25  
## Call CompiledFxGraph fl4fhqr5oenimnahkuhbvro244kz...         0.00%       0.000us         0.00%       0.000us       0.000us     256.677us         0.00%     256.677us      10.695us           0 B           0 B           0 B           0 B            24  
                                             aten::div_         0.02%       1.365ms         0.03%       1.860ms      37.201us     192.830us         0.00%     192.830us       3.857us           0 B           0 B           0 B           0 B            50  
                                           aten::cumsum         0.02%       1.327ms         0.03%       2.376ms      95.059us     173.790us         0.00%     173.790us       6.952us           0 B           0 B           0 B           0 B            25  
                                     aten::masked_fill_         0.03%       1.942ms         0.05%       3.479ms      69.590us     149.953us         0.00%     149.953us       2.999us           0 B           0 B           0 B           0 B            50  
                                            aten::index         0.03%       2.094ms         0.22%      15.608ms     624.317us     149.024us         0.00%     229.408us       9.176us           0 B           0 B     400.00 KB     387.50 KB            25  
void at::native::index_elementwise_kernel<128, 4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     149.024us         0.00%     149.024us       5.961us           0 B           0 B           0 B           0 B            25  
void at_cuda_detail::cub::DeviceRadixSortHistogramKe...         0.00%       0.000us         0.00%       0.000us       0.000us     140.451us         0.00%     140.451us       5.618us           0 B           0 B           0 B           0 B            25  
                                     aten::exponential_         0.01%     922.814us         0.02%       1.222ms      48.896us     134.144us         0.00%     134.144us       5.366us           0 B           0 B           0 B           0 B            25  
void at::native::(anonymous namespace)::distribution...         0.00%       0.000us         0.00%       0.000us       0.000us     134.144us         0.00%     134.144us       5.366us           0 B           0 B           0 B           0 B            25  
void at_cuda_detail::cub::DeviceScanKernel<at_cuda_d...         0.00%       0.000us         0.00%       0.000us       0.000us     131.134us         0.00%     131.134us       5.245us           0 B           0 B           0 B           0 B            25  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us     123.647us         0.00%     123.647us       4.946us           0 B           0 B           0 B           0 B            25  
                                   cudaEventSynchronize         0.00%     197.177us         0.00%     197.177us       7.584us     117.123us         0.00%     117.123us       4.505us           0 B           0 B           0 B           0 B            26  
                                               aten::le         0.01%     737.145us         0.01%     977.226us      39.089us     107.295us         0.00%     107.295us       4.292us           0 B           0 B       3.63 MB       3.63 MB            25  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     107.295us         0.00%     107.295us       4.292us           0 B           0 B           0 B           0 B            25  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     103.551us         0.00%     103.551us       4.142us           0 B           0 B           0 B           0 B            25  
                                              aten::sub         0.03%       2.158ms         0.08%       5.565ms     107.012us     100.515us         0.00%     100.515us       1.933us           0 B           0 B      25.00 KB      25.00 KB            52  
                                           _C::rms_norm         0.01%     660.055us         0.01%     978.230us      39.129us      99.651us         0.00%      99.651us       3.986us           0 B           0 B           0 B           0 B            25  
void vllm::rms_norm_kernel<c10::BFloat16, 8, 2>(c10:...         0.00%       0.000us         0.00%       0.000us       0.000us      99.651us         0.00%      99.651us       3.986us           0 B           0 B           0 B           0 B            25  
                                     aten::index_select         0.03%       1.904ms         0.05%       3.785ms      75.692us      99.008us         0.00%      99.008us       1.980us           0 B           0 B     576.00 KB           0 B            50  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us      99.008us         0.00%      99.008us       3.960us           0 B           0 B           0 B           0 B            25  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us      89.279us         0.00%      89.279us       3.571us           0 B           0 B           0 B           0 B            25  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us      83.265us         0.00%      83.265us       3.331us           0 B           0 B           0 B           0 B            25  
at::native::(anonymous namespace)::fill_reverse_indi...         0.00%       0.000us         0.00%       0.000us       0.000us      71.262us         0.00%      71.262us       2.850us           0 B           0 B           0 B           0 B            25  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us      69.186us         0.00%      69.186us       2.767us           0 B           0 B           0 B           0 B            25  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      66.688us         0.00%      66.688us       2.668us           0 B           0 B           0 B           0 B            25  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us      59.904us         0.00%      59.904us       2.396us           0 B           0 B           0 B           0 B            25  
void at_cuda_detail::cub::DeviceRadixSortExclusiveSu...         0.00%       0.000us         0.00%       0.000us       0.000us      54.850us         0.00%      54.850us       2.194us           0 B           0 B           0 B           0 B            25  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      51.491us         0.00%      51.491us       2.060us           0 B           0 B           0 B           0 B            25  
triton_poi_fused_add_bitwise_and_bitwise_or_ge_lt_mu...         0.02%       1.271ms         0.02%       1.637ms      68.211us      49.702us         0.00%      49.702us       2.071us           0 B           0 B           0 B           0 B            24  
triton_poi_fused_add_bitwise_and_bitwise_or_ge_lt_mu...         0.00%       0.000us         0.00%       0.000us       0.000us      49.702us         0.00%      49.702us       2.071us           0 B           0 B           0 B           0 B            24  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us      49.024us         0.00%      49.024us       1.961us           0 B           0 B           0 B           0 B            25  
triton_poi_fused_bitwise_and_bitwise_not_bitwise_or_...         0.01%     844.206us         0.02%       1.085ms      45.221us      46.591us         0.00%      46.591us       1.941us           0 B           0 B           0 B           0 B            24  
triton_poi_fused_bitwise_and_bitwise_not_bitwise_or_...         0.00%       0.000us         0.00%       0.000us       0.000us      46.591us         0.00%      46.591us       1.941us           0 B           0 B           0 B           0 B            24  
                    cudaThreadExchangeStreamCaptureMode         0.00%      67.753us         0.00%      67.753us       0.664us      42.945us         0.00%      42.945us       0.421us           0 B           0 B           0 B           0 B           102  
void at_cuda_detail::cub::DeviceScanInitKernel<at_cu...         0.00%       0.000us         0.00%       0.000us       0.000us      42.656us         0.00%      42.656us       1.706us           0 B           0 B           0 B           0 B            25  
                                            aten::fill_         0.02%       1.371ms         0.03%       2.148ms      28.639us      41.760us         0.00%      41.760us       0.557us           0 B           0 B           0 B           0 B            75  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us      41.760us         0.00%      41.760us       1.670us           0 B           0 B           0 B           0 B            25  
                         Memcpy DtoH (Device -> Pinned)         0.00%       0.000us         0.00%       0.000us       0.000us      40.640us         0.00%      40.640us       1.626us           0 B           0 B           0 B           0 B            25  
triton_poi_fused_add_bitwise_and_bitwise_not_bitwise...         0.00%      72.365us         0.00%      86.702us      86.702us       2.208us         0.00%       2.208us       2.208us           0 B           0 B           0 B           0 B             1  
triton_poi_fused_add_bitwise_and_bitwise_not_bitwise...         0.00%       0.000us         0.00%       0.000us       0.000us       2.208us         0.00%       2.208us       2.208us           0 B           0 B           0 B           0 B             1  
## Call CompiledFxGraph fj6fvrsghdecl4pxr7socnf7suzl...         0.00%       0.000us         0.00%       0.000us       0.000us       2.208us         0.00%       2.208us       2.208us           0 B           0 B           0 B           0 B             1  
                  execute_context_1(12)_generation_0(0)         0.73%      51.430ms         3.63%     254.019ms     254.019ms       0.000us         0.00%     240.511ms     240.511ms           0 B           0 B     505.00 KB    -109.51 MB             1  
                                            aten::slice         1.48%     103.751ms         2.63%     184.138ms      39.926us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          4612  
                                       aten::as_strided        10.70%     749.518ms        10.79%     755.150ms      18.587us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B         40627  
                                        cudaMemcpyAsync         0.97%      68.141ms         0.97%      68.141ms      16.652us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          4092  
                                       aten::lift_fresh         0.01%     492.834us         0.01%     492.834us       9.857us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            50  
                                          aten::flatten         0.01%     484.425us         0.01%     860.790us      34.432us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            25  
                                             aten::view         3.20%     223.855ms         3.20%     223.866ms      12.573us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B         17805  
                                       cudaLaunchKernel         3.34%     234.144ms         3.56%     249.509ms      10.979us       0.000us         0.00%     197.022us       0.009us           0 B           0 B           0 B           0 B         22725  
                               TorchDynamo Cache Lookup         0.01%       1.038ms         0.01%       1.038ms      41.505us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            25  
                             Torch-Compiled Region: 0/1         0.00%     148.647us         0.01%     501.137us     501.137us       0.000us         0.00%       2.208us       2.208us           0 B           0 B       1.00 KB           0 B             1  
                                      Pregraph bytecode         0.00%     215.994us         0.00%     215.994us       8.640us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            25  
                 AOTDispatcher Runtime Wrapper Prologue         0.01%     370.492us         0.01%     370.492us      14.820us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            25  
## Call CompiledFxGraph fj6fvrsghdecl4pxr7socnf7suzl...         0.00%     232.435us         0.00%     319.137us     319.137us       0.000us         0.00%       2.208us       2.208us           0 B           0 B       1.00 KB       1.00 KB             1  
                                         cuLaunchKernel         0.01%     621.054us         0.01%     621.054us      12.675us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            49  
                                               aten::to         0.07%       4.841ms         0.25%      17.340ms      85.840us       0.000us         0.00%     293.377us       1.452us           0 B           0 B      14.53 MB           0 B           202  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 7.002s
Self CUDA time total: 7.054s

